title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
"The senses of touch: Haptics, affects and technologies",https://books.google.com/books?hl=en&lr=&id=PtKvAwAAQBAJ&oi=fnd&pg=PP5&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=xRJj3wNigI&sig=xDlsIuDP9nagdbgWaFPvaaCbw9w,Cited by 696,"https://scholar.google.com/scholar?q=related:XS_Sepn1xEcJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",533,All 5 versions,M Paterson - 2007 - books.google.com,"… Tracing shapes or letters onto the skin, as the deaf-blind sometimes do to communicate … Voltaire
and Condillac, receiving especial treatment in the Letter on the Blind (1749) by the … Furthermore,
the legacy of those debates concerning an imagination of blindness by the sighted … 
"
Beyond the threshold: Neural factors of speech perception in older adulthood,https://www.zora.uzh.ch/id/eprint/160387/1/160387.pdf,,"https://scholar.google.com/scholar?q=related:2h-xtmdlrnIJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",534,All 2 versions,M Keller - 2018 - zora.uzh.ch,"… 99 3.3.2 Disentangling sensory decline, cognition and brain structure . . . 99 3.3.3 Dedifferentiation
in speech perception … I am thankful for your critical intellect which challenges me to think about
things in different ways and to hopefully become a better person … 
"
Psicología Educativa,https://www.researchgate.net/profile/Gerry_Leisman/publication/282857931_The_neurological_development_of_the_child_with_the_educational_enrichment_in_mind/links/561f822c08aed8dd1940141a.pdf,,"https://scholar.google.com/scholar?q=related:CPFPFrhA4noJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",535,All 8 versions,"G Leisman, R Mualem, SK Mughrabi - 2015 - researchgate.net","… The capacity to perceive stereoscopic depth requires early expe- rience with binocular vision,
(Crawford … limitation' and binds mental processes so tightly that they impede the perception of
new … altered when the disruption of early gene networks modifies guidance cues so that … 
"
Situating situated multimodal perception: The relevance of global arrays to development,http://search.proquest.com/openview/22ce6306970eef7ff3166b6cb321f6e6/1?pq-origsite=gscholar&cbl=47829,,"https://scholar.google.com/scholar?q=related:sK1nn8f_ngcJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",536,All 4 versions,"DJ Lewkowicz, C Scheier - Behavioral and Brain Sciences, 2001 - search.proquest.com","… channels for which signals must be comparcd; rather they constitute a single binocular system”
(Jones & … In the McGurk effect, the influence of sight upon what is heard is believed to … within
traditional views it is widely hypothe- sized that the referents for perception are properties … 
"
"JF Hejtmancik1, P. Cabrera1, Y. Chen1, O. M'Hamdi1",https://books.google.com/books?hl=en&lr=&id=oFGNCwAAQBAJ&oi=fnd&pg=PA399&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=hxyo0AcKaf&sig=zKW7mwf57GB722eeaQebvh_I1w8,,"https://scholar.google.com/scholar?q=related:L3Veq8CFhJQJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",537,,"JM Nickerson - Conn's Translational Neuroscience, 2016 - books.google.com","… disc is insensitive to light because it does not contain any photoreceptors; this causes a blind
spot 15 … vision is initiated, wherein information from both eyes are merged forming a single
perception of visual … People with striate cortex lesions perceive total or almost total blindness … 
"
Into the neural maze,https://books.google.com/books?hl=en&lr=&id=-SYTDgAAQBAJ&oi=fnd&pg=PA151&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=zsw46EB8Cg&sig=DKe5BK2JNlk4bPptqMjXtyjcUvk,Cited by 27,"https://scholar.google.com/scholar?q=related:XKLXY4vf5FIJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",538,All 2 versions,"DIA MacLeod - Color ontology and color science, 2010 - books.google.com","… Since the retinal image is only two dimensional, depth is absent from the proximal stimulus to
vision … The sensations of the color-blind provide an opportunity to inves- tigate this point … Red-green
color blindness is nearly always traceable to a straightfor- ward and simple structural … 
"
Evaluation of evoked potentials to dyadic tones after cochlear implantation,https://academic.oup.com/brain/article-abstract/132/7/1967/324149,Cited by 60,"https://scholar.google.com/scholar?q=related:ket6GKmBFPkJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",539,All 16 versions,"P Sandmann, T Eichele, M Buechler, S Debener… - Brain, 2009 - academic.oup.com","… In combination with technical developments, research into the neurophysiological mechanisms
of auditory perception in implantees, in … auditory system has been derived from cochlear implant
users who have experienced congenital deafness/sensory deprivation and … 
"
Images et vision,http://www.cmap.polytechnique.fr/~peyre/cours/x2005signal/meyer.pdf,Cited by 6,"https://scholar.google.com/scholar?q=related:hrC-K3cWiccJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",540,All 4 versions,"Y Meyer - Personal Communication, 2001 - cmap.polytechnique.fr","… Clinical experience, for example with congenital cataracts, suggests that in humans the critical
period ex … monkeys produced far less severe e ects, even though the animals became blind in
both … We did not set out to prevent a specific form of blindness the discoveries came as a … 
"
The Blind Spot in Education Statements/Plans for Children with Special Educational Needs,https://pure.ulster.ac.uk/en/publications/the-blind-spot-in-education-statementsplans-for-children-with-spe,,"https://scholar.google.com/scholar?q=related:Brln3ek7T34J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",541,All 2 versions,"S Black, E McConnell, J McClelland… - Child Vision …, 2017 - pure.ulster.ac.uk","… psychophysically to investigate if they had unconscious perception in the blind hemifield … In those
subjects without unconscious perception we administered a 4 week intensive audio … The most
part of subjects with congenital brain lesions showed spontaneous reorganization with … 
"
Motion and Orientation Selectivity in the Mouse Superior Colliculus,https://lirias.kuleuven.be/2314708?limo=0,,"https://scholar.google.com/scholar?q=related:U5n2Cq6YxXEJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",542,,D de Malmazet - 2018 - lirias.kuleuven.be,"… If you consider that the differences a blind person notices between trees, stones and … information
is processed in the brain and mediates perception and behavior8,9. Mice provide an … Some
amacrine cells perform crossover inhibition by interconnecting several depth across the … 
"
Visual Impairments and Developmental Disorders: From diagnosis to rehabilitation,https://books.google.com/books?hl=en&lr=&id=VVI2DAAAQBAJ&oi=fnd&pg=PT4&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=Y4A-7v02Uo&sig=GFLE53xp4cNIO86SFTXmxkQaBLA,,"https://scholar.google.com/scholar?q=related:g3kXPGGgtugJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",543,All 3 versions,"E Fazzi, PE Bianchi - 2016 - books.google.com","… Hobson, RP (2011): Congenital blindness and autism … Hobson, RP & Lee, A. (2010): Reversible
autism among congenitally blind children … Tröster, H., Brambring, M. & Beelmann, A. (1994):
Prevalence and situational causes of stereotyped behaviours in blind infants and … 
"
Change blindness: the longer the better,http://eprints.lincoln.ac.uk/3612,,,544,All 2 versions,"S Wilson, P Goddard - 2008 - eprints.lincoln.ac.uk","… Here we contrast two theories of 3-D shape perception … reported that (i) perceived depth was
equal for stimuli having the same SNR but different simulated depths; (ii) perceived depth was
different for stimuli with different SNR magnitudes but same simulated depth … 
"
A critical analysis of the present neuropsychological and neuroanatomical theories and knowledge of art perception and artistic production taking creativity into …,https://core.ac.uk/download/pdf/43178001.pdf,,"https://scholar.google.com/scholar?q=related:RWm4pXLeYQoJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",545,All 2 versions,AJ Romp - 2014 - core.ac.uk,"… a painting, seems to have 'vanished' from sight … 12 In summary it can be stated that this work is
aimed at creating a critical analysis and … 3 For further reading on the principles of neuroscience
as well as the neuronal base of cognition and perception see Kandel, Schwartz and … 
"
The role of the brain in perception,http://search.proquest.com/openview/3b15f9708fae3b8161676018957bbfa6/1?pq-origsite=gscholar&cbl=47829,,"https://scholar.google.com/scholar?q=related:82GUcmnQ7csJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",546,All 3 versions,"P Bach-y-Rita, SJ Hasse - Behavioral and Brain Sciences, 2001 - search.proquest.com","… notions of the nature of visual perception, and to recently discover, with collaborators, the phe-
nomenon of “change blindness.” His current … can be obtained from the records of patients whose
vision has been restored after having been born blind with congenital cataract (cf … 
"
Neural Mechanisms Underlying the Establishment of Unimodality in Mouse Primary Visual Cortex,https://dash.harvard.edu/handle/1/26718754,,"https://scholar.google.com/scholar?q=related:gRe6rsUvr_MJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",547,,R Hattori - 2016 - dash.harvard.edu,"… Both human and animal studies reported that blindness causes expansion of the cortical …
projections in blind animals (Innocenti et al., 1988; Charbonneau et al., 2012). Besides, ectopic …
Page 18. 10 synesthesia in depth, it is imperative to establish a good animal model … 
"
Cross-sensory calibration of spatial hearing,https://repository.ubn.ru.nl/handle/2066/63125,,"https://scholar.google.com/scholar?q=related:jL9XRFc6ld4J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",548,All 2 versions,MP Zwiers - 2003 - repository.ubn.ru.nl,"… in specialists such as bats (Yost and Gourevitch, 1987), auditory distance perception is not …
Moreover, it seems that blindness in cats (Rauschecker and Kniepert, 1994) and ferrets (King …
motion processing - show signs of sound-localization related activity in the blind (Weeks et al … 
"
Rehabilitation of homonymous hemianopia: insight into blindsight,https://www.frontiersin.org/articles/10.3389/fnint.2014.00082/full,Cited by 33,"https://scholar.google.com/scholar?q=related:0lLv9tI-EjQJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",549,All 12 versions,"C Perez, S Chokron - Frontiers in integrative neuroscience, 2014 - frontiersin.org","… of visual stimuli displayed in the scotoma in the children with the congenital lesions, but … of the
impaired hemifield (and not only in the border zone of blindness, as suggested in … trained nine
brain damaged patients on various forced-choice tasks in their blind hemifield, including … 
"
Neuroembryology and the Development of Perceptual,https://books.google.com/books?hl=en&lr=&id=a0X2BwAAQBAJ&oi=fnd&pg=PA301&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=NnrIRAmzT2&sig=prpmAZllwn2IPg4IBhBc8MxdTJI,,"https://scholar.google.com/scholar?q=related:G_eBQz6L3GoJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",550,,"CB TREVARTHEN - Postnatal Growth Neurobiology, 2013 - books.google.com","… retinal image, change the contrast and spatial frequency of the image, regulate binocular
convergence and … In the formation of each special receptor, for sight, olfaction, taste, or hearing,
an … Parallel with the formation of these head organs, the perception organs of limbs undergo … 
"
Spatial Interval Discrimination in Patients with Retinitis Pigmentosa,https://www.researchgate.net/profile/Walter_Wittich/publication/44206701_Spatial_interval_discrimination_in_patients_with_retinitis_pigmentosa/links/53ed137d0cf23733e8062880.pdf,,"https://scholar.google.com/scholar?q=related:8nYRXdSwO9UJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",551,All 2 versions,W Wittich - 2010 - researchgate.net,"… the visual cortex of congenitally blind individuals has been shown to adapt by being … Even though
Galen was already aware of solar eclipse blindness and appreciated that the … artificially induced
scotomas, these clinical blind spots can interfere with the individual's … 
"
Fusion Maldevelopment (Latent) Nystagmus: How Insights from Nonhuman Primate Experiments Have Benefitted Clinical Practice,https://link.springer.com/chapter/10.1007/978-3-030-31407-1_13,Cited by 1,"https://scholar.google.com/scholar?q=related:99vqxJERS4MJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",552,All 3 versions,"L Tychsen - Advances in Translational Neuroscience of Eye …, 2019 - Springer","… movement recordings, has shown absence of visually driven pursuit or OKN in cerebrally blind
infants (Tychsen … Perception, 12, 331–336.PubMedCrossRefGoogle Scholar. Birch, EE, Shimojo,
S., & Held, R … The optokinetic reflex in macaque monkeys with congenital strabismus … 
"
Current concepts of amblyopia: a neuro-ophthalmology perspective,https://www.tandfonline.com/doi/abs/10.3368/aoj.57.1.2,Cited by 10,"https://scholar.google.com/scholar?q=related:y89H0_FY19IJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",553,All 3 versions,"G Roper-Hall - American Orthoptic Journal, 2007 - Taylor & Francis","… Supported in part by an unrestricted departmental grant from Research to Prevent Blindness …
of amblyopia into the following types: deprivation, strabismic, anisometropic, ametropic, congenital,
and occlusion … therapy was initiated, the subtype of am- blyopia, and the depth of the … 
"
Making sense with thyroid hormone—the role of T3 in auditory development,https://www.nature.com/articles/nrendo.2013.58.pdf?origin=ppub,Cited by 48,"https://scholar.google.com/scholar?q=related:Eac4RYdfPgQJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",554,All 7 versions,"L Ng, MW Kelley, D Forrest - Nature Reviews Endocrinology, 2013 - nature.com","… receive information about the surrounding environ ment in the form of light, mechanical and
chemical cues … Mice deficient in Thrb are deaf and have multi ple defects in the cochlea that … of
the auditory system leads to profound defects in cochlear function and auditory perception … 
"
Complete pattern of ocular dominance columns in human primary visual cortex,https://www.jneurosci.org/content/27/39/10391.short,Cited by 170,"https://scholar.google.com/scholar?q=related:PxZWXjL5fdYJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",555,All 15 versions,"DL Adams, LC Sincich, JC Horton - Journal of Neuroscience, 2007 - Soc Neuroscience",
One eye or two? Determining gaze direction in the horizontal and vertical plane,http://eprints.lincoln.ac.uk/3614,,,556,All 2 versions,"K Adams, B Redmill, P Goddard - 2008 - eprints.lincoln.ac.uk","… Here we contrast two theories of 3-D shape perception … reported that (i) perceived depth was
equal for stimuli having the same SNR but different simulated depths; (ii) perceived depth was
different for stimuli with different SNR magnitudes but same simulated depth … 
"
Cochlear implants: a remarkable past and a brilliant future,https://www.sciencedirect.com/science/article/pii/S0378595508001251,Cited by 620,"https://scholar.google.com/scholar?q=related:52khbvxMhfYJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",557,All 19 versions,"BS Wilson, MF Dorman - Hearing research, 2008 - Elsevier","… Helen Keller wrote in her autobiography, The Story of My Life (first published in 1905): “…I am
just as deaf as I am blind. The problems of deafness are deeper and more complex, if not more
important, than those of blindness. Deafness is a much worse misfortune … 
"
fMRI studies of binocular suppression in human amblyopic subjects,https://researchrepository.wvu.edu/etd/4257/,,"https://scholar.google.com/scholar?q=related:1jO2f9OefbcJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",558,,YS Pitrolo - 2006 - researchrepository.wvu.edu,"… monkey's blind field after a lesion to the superior colliculus (Rodman et al., 1990) … forcing the
patient to use other depth cues (eg, texture, shading, and superposition) for navigating in space …
Strabismic amblyopia is defined by a congenital misalignment of the ocular axes … 
"
Macaque models of visual development and disability,https://www.sciencedirect.com/science/article/pii/B9780123737434500059,Cited by 4,"https://scholar.google.com/scholar?q=related:PAZSWGYPLZgJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",559,All 2 versions,"L Kiorpes - Primate Models of Children's Health and …, 2008 - Elsevier","… They noted anecdotally that after eye closure the kittens appeared blind when using the formerly …
This work had a direct impact on management of infants born with congenital cataracts … of
controversy, but performance is clearly not predictable from knowledge of the depth of the … 
"
Toward a theory of neuroplasticity,https://books.google.com/books?hl=en&lr=&id=V8GPgcHh-E4C&oi=fnd&pg=PR3&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=il-l6SnuQE&sig=Vhg82gDIpJPzcZ3rdeuzGvJHy8E,Cited by 133,"https://scholar.google.com/scholar?q=related:PkfizG5716MJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",560,All 3 versions,CA Shaw - 2001 - books.google.com,"… and' Gregory S. Hickok Preservation of .1 Normally iransient Critical Period in a Cognitively
Impaired Population … El Chapter 2 T Chapter Jon H. Kaas The Mutahility of Sensory
Representations After … coverage across the field of neuroplasticity came at the expense of depth … 
"
Computational neurogenetic modeling,https://books.google.com/books?hl=en&lr=&id=GFdzpAasI4oC&oi=fnd&pg=PR4&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=ztQ8sLYCtu&sig=JsmCT2bcXAU66Q3LxRMZCLhV4MU,Cited by 105,"https://scholar.google.com/scholar?q=related:_-p1ZNXHgusJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",561,All 12 versions,"L Benuskova, NK Kasabov - 2010 - books.google.com","… Knowledge Engineering and Discovery Research Institute in Auckland, New Zealand, in the period
2002- 2006 … the Language Gene 33 2.5 Neural Representation of Information 36 2.6 Perception
37 2.7 Consciousness 41 2.7.1 Neural Correlates of Sensory Awareness 41 … 
"
Music and the brain: A neuroplastic account,https://macsphere.mcmaster.ca/handle/11375/7483,Cited by 1,"https://scholar.google.com/scholar?q=related:LDzNXRou7IUJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",562,All 2 versions,AJ Shahin - 2003 - macsphere.mcmaster.ca,"… function and auditory Speclﬁc freqlmncy range' perception involved in long- This organization
is called a term memory and … (1997), for example, have shown that blindness at an … They showed
that early- blind humans were better able at localizing sounds in space than sighted … 
"
Absolutist array specification and species survival: An ecological perspective on ecological perception,http://search.proquest.com/openview/10e8382385aedef33c7591e09a56030b/1?pq-origsite=gscholar&cbl=47829,Cited by 3,"https://scholar.google.com/scholar?q=related:MIZpQSmiZHwJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",563,All 4 versions,"PA Cabe - Behavioral and Brain Sciences, 2001 - search.proquest.com","… channels for which signals must be comparcd; rather they constitute a single binocular system”
(Jones & … In the McGurk effect, the influence of sight upon what is heard is believed to … within
traditional views it is widely hypothe- sized that the referents for perception are properties … 
"
Normal variation and changes in neocortical organization following early visual loss in Monodelphis domestica,http://search.proquest.com/openview/b5220afc0847bd11061e27e2150f0dea/1?pq-origsite=gscholar&cbl=18750&diss=y,,"https://scholar.google.com/scholar?q=related:fKeqNIkVKuMJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",564,,SJ Karlen - 2008 - search.proquest.com,"… Cross-modal plasticity resulting from congenital sensory loss in humans … of similar studies in
congenitally deaf mice (Hunt et al., 2005; Hunt et al., 2006), and put in a … Sadka R, Hess A, Scheich
H, Wollberg Z (2002) Auditory activation of ""visual"" cortical areas in the blind mole rat … 
"
Brain structural predispositions for music and language processing,http://diposit.ub.edu/dspace/handle/2445/128063,,,565,All 5 versions,L Vaquero Zamora - 2016 - diposit.ub.edu,"… For instance, musicians have been reported to have better auditory discrimination including pitch
and speech-in-noise perception, motor-synchronization, verbal memory and general IQ than … brain
plasticity, only a few investigations have addressed the connection between the … 
"
Visual evoked potentials in infants,https://books.google.com/books?hl=en&lr=&id=0t68pZIYKBIC&oi=fnd&pg=PA39&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=ybj-RO1ADp&sig=YntItY7Qof1jeN0sACspJhs6ehE,Cited by 16,"https://scholar.google.com/scholar?q=related:ubzHRjDAVI8J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",566,,"DL McCulloch - Infant EEG and event-related potentials, 2007 - books.google.com","… functions include fusion of images in the two eyes and stereopsis (depth perception) based on …
In stereo-- grams, changes in apparent depth occur when image disparity is switched … by sweep
or other methods has broad applications, as some disorders, congenital glaucoma or … 
"
ʻComputational modeling of multisensory object perceptionʼ,http://www.academia.edu/download/4419755/rothkopfweisswangetriesch_chapter2010.pdf,,"https://scholar.google.com/scholar?q=related:iYo9b4T3o4wJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",567,All 6 versions,"C Rothkopf, T Weisswange, J Triesch - academia.edu","… Furthermore, plasticity of multisensory processing can lead to remapping between modalities,
as in congenitally blind and deaf individuals (Sadato et … While some experiments have used
different cues within the same modality, such as different depth cues in vision (Jacobs … 
"
Ultra-high field MRI: Advancing systems neuroscience towards mesoscopic human brain function,https://www.researchgate.net/profile/Jeroen_Siero/publication/312482940_Ultra-high_field_MRI_Advancing_systems_neuroscience_towards_mesoscopic_human_brain_function/links/58865b40aca272b7b44cce32/Ultra-high-field-MRI-Advancing-systems-neuroscience-towards-mesoscopic-human-brain-function.pdf,,"https://scholar.google.com/scholar?q=related:0iw7xgULJ2YJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",568,,"JCW der Zwaag, N Petridou - 2017 - researchgate.net","… and stability of topographic maps in visual cortex following congenital visual pathway … pattern
of ocular dominance columns, contrasting binocular versus monocular stimulation, projected … areas
supporting the neuronal computations that underlie depth perception (Goncalves et … 
"
An integrative model of tinnitus based on a central gain controlling neural sensitivity,https://www.sciencedirect.com/science/article/pii/S0149763410001843,Cited by 287,"https://scholar.google.com/scholar?q=related:tdL_NCyiDu8J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",569,All 10 versions,"AJ Norena - Neuroscience & Biobehavioral Reviews, 2011 - Elsevier",
